title,company,location,work_type,level,compensation,link,id,scraped_date
Senior Machine Learning Engineer (Full-Stack Gen AI & Agentic Systems),Expedia Group,,,,,https://builtin.com/job/senior-machine-learning-engineer-full-stack-gen-ai-agentic-systems/9018591,9018591,2026-04-22
Machine Learning Engineer III (Full-Stack Gen AI & Agentic Systems),Expedia Group,,,,,https://builtin.com/job/machine-learning-engineer-iii-full-stack-gen-ai-agentic-systems/9018592,9018592,2026-04-22
"Software Development Engineer III, AI Platform - Finance Products",Expedia Group,,,,,https://builtin.com/job/software-development-engineer-iii-ai-platform-finance-products/9018540,9018540,2026-04-22
"Software Development Engineer II, AI Platform – Finance Products",Expedia Group,,,,,https://builtin.com/job/software-development-engineer-ii-ai-platform-finance-products/9097088,9097088,2026-04-22
Principal Software Development Engineer - Gen AI,Expedia Group,,,,,https://builtin.com/job/principal-software-development-engineer-gen-ai/9118061,9118061,2026-04-22
AI Engineer,Huron,,,,,https://builtin.com/job/ai-engineer/7882717,7882717,2026-04-22
AI GTM Engineer,Firework,,,,,https://builtin.com/job/ai-gtm-engineer/9116799,9116799,2026-04-22
"Lead Application Development Engineer, Generative AI Products - Senior Vice President",Citi,,,,,https://builtin.com/job/lead-application-development-engineer-generative-ai-products-senior-vice-president/9116157,9116157,2026-04-22
Foundational Engineer - AI & Machine Learning,Harman,,,,,https://builtin.com/job/foundational-engineer-ai-machine-learning/9114789,9114789,2026-04-22
Senior Engineer - AI & ML,Deluxe,,,,,https://builtin.com/job/senior-engineer-ai-ml/9113411,9113411,2026-04-22
AI/ML Developer II,TP,,,,,https://builtin.com/job/ai-ml-developer-ii/9112761,9112761,2026-04-22
Principal Engineer – AI Specialist,F5,,,,,https://builtin.com/job/principal-engineer-ai-specialist/9112412,9112412,2026-04-22
"AI Software Engineer, VP",NatWest Group,,,,,https://builtin.com/job/ai-software-engineer-vp/9112365,9112365,2026-04-22
Senior Enterprise Software Engineer -AI Operations,Wolters Kluwer,,,,,https://builtin.com/job/senior-enterprise-software-engineer-ai-operations/9111098,9111098,2026-04-22
"Senior Engineer, AI/Machine Learning",Edwards Lifesciences,,,,,https://builtin.com/job/senior-engineer-ai-machine-learning/9109622,9109622,2026-04-22
AI Lead Engineer,Dentsu Creative,,,,,https://builtin.com/job/ai-lead-engineer/9067743,9067743,2026-04-22
AI Lead Engineer,dentsu,,,,,https://builtin.com/job/ai-lead-engineer/9066928,9066928,2026-04-22
AI/ML Engineer,Chubb,,,,,https://builtin.com/job/ai-ml-engineer/9106072,9106072,2026-04-22
Senior Principal AI/ML Engineer,Chubb,,,,,https://builtin.com/job/senior-principal-ai-ml-engineer/9106109,9106109,2026-04-22
Senior AI/ML Engineer II,Chubb,,,,,https://builtin.com/job/senior-ai-ml-engineer-ii/9106062,9106062,2026-04-22
Senior Developer - AI Threat Intel Platform,Arctic Wolf,,,,,https://builtin.com/job/senior-developer-ai-threat-intel-platform/9104524,9104524,2026-04-22
Offshore - AI Solutions Engineer,Smartbridge,,,,,https://builtin.com/job/offshore-ai-solutions-engineer/9102554,9102554,2026-04-22
"AI/ML Data Engineer | Unstructured Data, PySpark, Python, Vector Search, RAG Architectures, Cloud (GCP/AWS)",Synechron,,,,,https://builtin.com/job/ai-ml-data-engineer-unstructured-data-pyspark-python-vector-search-rag-architectures-cloud-gcp-aws/9097298,9097298,2026-04-22
Principal Engineer - AI/ML - Computer Vision,Inari Medical,,,,,https://builtin.com/job/principal-engineer-ai-ml-computer-vision/9097179,9097179,2026-04-22
Principal Engineer - AI/ML - Computer Vision,Stryker,,,,,https://builtin.com/job/principal-engineer-ai-ml-computer-vision/9096440,9096440,2026-04-22
Senior Java Developer (with Gen AI),S&P Global,,,,,https://builtin.com/job/senior-java-developer-gen-ai/9095550,9095550,2026-04-22
AI/ML Engineer(GenAI),A.P. Moller - Maersk,,,,,https://builtin.com/job/ai-ml-engineer-genai/9094966,9094966,2026-04-22
Senior Software Engineer- AI,Guidewire Software,,,,,https://builtin.com/job/senior-software-engineer-ai/8846854,8846854,2026-04-22
Software Engineer in Test III- Agentic AI,TraceLink,,,,,https://builtin.com/job/software-engineer-test-iii/8835953,8835953,2026-04-22
Senior Software Engineer in Test - Agentic AI,TraceLink,,,,,https://builtin.com/job/software-engineer-test-senior/8835284,8835284,2026-04-22
AI Automation Engineer,StockX,,,,,https://builtin.com/job/ai-automation-engineer/8840679,8840679,2026-04-22
"Principal Engineer, Applied AI",Barclays,,,,,https://builtin.com/job/principal-engineer-applied-ai/9086996,9086996,2026-04-22
"Senior Software Engineer, AI Enablement",Fortive,,,,,https://builtin.com/job/senior-software-engineer-ai-enablement/9084765,9084765,2026-04-22
Senior AI/ML Engineer,Fortive,,,,,https://builtin.com/job/senior-ai-ml-engineer/9084727,9084727,2026-04-22
Machine Learning Engineer (MLOps & AI Infrastructure),Roche,,,,,https://builtin.com/job/machine-learning-engineer-mlops-ai-infrastructure/9083459,9083459,2026-04-22
Senior AI/ ML Platform Engineer Specialist,Esko,,,,,https://builtin.com/job/senior-ai-ml-platform-engineer-specialist/9083422,9083422,2026-04-22
"Senior Staff Engineer, PLM, AI ML Integration",Nagarro,,,,,https://builtin.com/job/senior-staff-engineer-plm-ai-ml-integration/9079814,9079814,2026-04-22
Agentic AI Systems Engineer,Applied Materials,,,,,https://builtin.com/job/agentic-ai-systems-engineer/9079589,9079589,2026-04-22
Senior Software Engineer - AI II,Thomson Reuters,,,,,https://builtin.com/job/senior-software-engineer-ai-ii/8901803,8901803,2026-04-22
Sr. Data Engineer - AI ML,Assent,,,,,https://builtin.com/job/sr-data-engineer-ai-ml/9079393,9079393,2026-04-22
"Python Developer | AI/ML, Backend APIs, Cloud (AWS/Azure), Data Processing, Scalable Solutions",Synechron,,,,,https://builtin.com/job/python-developer-ai-ml-backend-apis-cloud-aws-azure-data-processing-scalable-solutions/9078590,9078590,2026-04-22
Senior PIM & AI Solutions Engineer,Johnson Controls,,,,,https://builtin.com/job/senior-pim-ai-solutions-engineer/9078567,9078567,2026-04-22
Software Engineer - AI,Anaplan,,,,,https://builtin.com/job/software-engineer-ai/9077686,9077686,2026-04-22
Lead Quality Development (SDET) Engineer-Gen AI,Aeris Communications,,,,,https://builtin.com/job/lead-quality-development-engineer/8248746,8248746,2026-04-22
AI Deployment Engineer - Codex | APAC,OpenAI,,,,,https://builtin.com/job/ai-deployment-engineer-codex-apac/9071338,9071338,2026-04-22
Lead Software Engineer (Sr AI Architect),Nielsen,,,,,https://builtin.com/job/lead-software-engineer-sr-ai-architect/9068304,9068304,2026-04-22
"AI/ML Developer | Generative AI, Cloud (AWS, GCP), RAG Architectures, Python & Frameworks",Synechron,,,,,https://builtin.com/job/ai-ml-developer-generative-ai-cloud-aws-gcp-rag-architectures-python-frameworks/9067809,9067809,2026-04-22
Senior Software Engineer - AI,Anaplan,,,,,https://builtin.com/job/senior-software-engineer-ai/9066120,9066120,2026-04-22
Application Production Support Engineer Generative AI,Citi,,,,,https://builtin.com/job/application-production-support-engineer-generative-ai/9065869,9065869,2026-04-22
"Engineer II, AI/Machine Learning",Edwards Lifesciences,,,,,https://builtin.com/job/engineer-ii-ai-machine-learning/9064902,9064902,2026-04-22
Senior AI/ML Engineer - R01563569,Brillio,,,,,https://builtin.com/job/senior-ai-ml-engineer-r01563569/9061296,9061296,2026-04-22
"Sr Software Engineer I, Tech Lead (.NET & AI)",Zinnia (zinnia.com),,,,,https://builtin.com/job/sr-software-engineer-i-tech-lead/8560201,8560201,2026-04-22
"Software Engineer (AI, Data & Agentic Systems)_Director_Software Engineering",Morgan Stanley,,,,,https://builtin.com/job/software-engineer-ai-data-agentic-systems-director-software-engineering/9059367,9059367,2026-04-22
Gen AI Python Developer – Assistant Vice President,Citi,,,,,https://builtin.com/job/gen-ai-python-developer-assistant-vice-president/9057883,9057883,2026-04-22
Senior AI/ML Engineer,TransPerfect,,,,,https://builtin.com/job/senior-ai-ml-engineer/9057021,9057021,2026-04-22
Senior Software Engineer (AI/ML),Ontic,,,,,https://builtin.com/job/senior-software-engineer-ai-ml/9057011,9057011,2026-04-22
Java Developer (with Gen AI),S&P Global,,,,,https://builtin.com/job/java-developer-gen-ai/9055866,9055866,2026-04-22
Software Developer - AzurionEye AI Analyst,Philips,,,,,https://builtin.com/job/software-developer-azurioneye-ai-analyst/8905658,8905658,2026-04-22
Software test engineer - AzurionEye AI Analyst,Philips,,,,,https://builtin.com/job/software-test-engineer-azurioneye-ai-analyst/8905670,8905670,2026-04-22
AI - Senior Systems Support Engineer,Akamai Technologies,,,,,https://builtin.com/job/ai-senior-systems-support-engineer/9051689,9051689,2026-04-22
Lead Java Developer (with Gen AI),S&P Global,,,,,https://builtin.com/job/lead-java-developer-gen-ai/9051542,9051542,2026-04-22
Generative AI/LLM Engineer,Synechron,,,,,https://builtin.com/job/sr-associate-genai-engineering/8646304,8646304,2026-04-22
Applied AI/ML Engineer,Hitachi,,,,,https://builtin.com/job/applied-ai-ml-engineer/9049876,9049876,2026-04-22
Senior Engineer - AI Studio (SEG),Presidio,,,,,https://builtin.com/job/senior-engineer-ai-studio-seg/9049129,9049129,2026-04-22
"Senior Software Engineer, RAG and Agentic AI",NVIDIA,,,,,https://builtin.com/job/senior-software-engineer-rag-and-agentic-ai/9043432,9043432,2026-04-22
Lead Engineer - Gen AI,Target,,,,,https://builtin.com/job/lead-engineer-gen-ai/9041988,9041988,2026-04-22
Senior Staff Software Engineer (AI/ML),Experian,,,,,https://builtin.com/job/senior-staff-software-engineer-ai-ml/9039808,9039808,2026-04-22
Engineer II - AI Specialist,F5,,,,,https://builtin.com/job/engineer-ii-ai-specialist/9039330,9039330,2026-04-22
Engineer III - AI Specialist,F5,,,,,https://builtin.com/job/engineer-iii-ai-specialist/9039297,9039297,2026-04-22
"Senior Software Engineer in AI – FrontEnd React/Redux, Java",Five9,,,,,https://builtin.com/job/senior-software-engineer-ai-frontend-react-redux-java/9037887,9037887,2026-04-22
"Senior Software Engineer in AI - Java Spring, Backend",Five9,,,,,https://builtin.com/job/senior-software-engineer-ai-java-spring-backend/9037886,9037886,2026-04-22
Senior AI Applied Software Engineer,Backbase,,,,,https://builtin.com/job/senior-ai-applied-software-engineer/9037234,9037234,2026-04-22
Principal AI/ML Engineer,Sabre Corporation,,,,,https://builtin.com/job/principle-ai-ml-engineer/9036673,9036673,2026-04-22
AI/ML Engineer,Sabre Corporation,,,,,https://builtin.com/job/ai-ml-engineer/9036657,9036657,2026-04-22
"Senior Engineer, Agentic AI",Circles (circles.co),,,,,https://builtin.com/job/senior-engineer-agentic-ai/9035825,9035825,2026-04-22
Principal Software Engineer – AI Systems for Engineering Workflows,Emerson,,,,,https://builtin.com/job/principal-software-engineer-ai-systems-engineering-workflows/9028398,9028398,2026-04-22
AI Solution Engineer,Diligent,,,,,https://builtin.com/job/ai-solution-engineer/9025019,9025019,2026-04-22
"Full Stack Developer with Emerging Technologies (Blockchain, AI, IoT) and Cloud Expertise",Synechron,,,,,https://builtin.com/job/full-stack-developer-emerging-technologies-blockchain-ai-iot-and-cloud-expertise/9024603,9024603,2026-04-22
AI Automation Engineer,Version 1,,,,,https://builtin.com/job/ai-automation-engineer/9023718,9023718,2026-04-22
Senior AI ML Engineer - Assistant Vice President,Citi,,,,,https://builtin.com/job/senior-ai-ml-engineer-assistant-vice-president/9011937,9011937,2026-04-22
"Senior Engineer – Cloud Native Platforms - Python, K8s, OpenStack, Edge AI",APTIV,,,,,https://builtin.com/job/senior-engineer-cloud-native-platforms-python-k8s-openstack-edge-ai/8986753,8986753,2026-04-22
Senior Software Design Quality Engineer - AI,Philips,,,,,https://builtin.com/job/senior-software-design-quality-engineer-ai/8901276,8901276,2026-04-22
Senior Software Engineer (AI-Native) (Pune),Nerdy,,,,,https://builtin.com/job/senior-software-engineer-ai-native-pune/9016160,9016160,2026-04-22
Data and AI support Engineer,Michelin,,,,,https://builtin.com/job/data-and-ai-support-engineer/9013394,9013394,2026-04-22
AI Platform Engineer (LLM / Agentic Systems),TaskUs,,,,,https://builtin.com/job/ai-platform-engineer-llm-agentic-systems/9012588,9012588,2026-04-22
Backend / Platform Engineer (AI Systems),TaskUs,,,,,https://builtin.com/job/backend-platform-engineer-ai-systems/9012567,9012567,2026-04-22
AI Architect / Lead Engineer (Agentic AI Platform),TaskUs,,,,,https://builtin.com/job/ai-architect-lead-engineer-agentic-ai-platform/9012560,9012560,2026-04-22
Data Engineer (AI Platform),TaskUs,,,,,https://builtin.com/job/data-engineer-ai-platform/9012551,9012551,2026-04-22
Senior AI Copilot Engineer,Bristol Myers Squibb,,,,,https://builtin.com/job/senior-ai-copilot-engineer/8950260,8950260,2026-04-22
AI Platform Engineer,eBay,,,,,https://builtin.com/job/ai-platform-engineer/8998829,8998829,2026-04-22
"Enterprise Cloud Software Engineer (Cloud Operations, AI Engineering, Azure/AWS)",Wolters Kluwer,,,,,https://builtin.com/job/enterprise-cloud-software-engineer-cloud-operations-ai-engineering-azure-aws/8718755,8718755,2026-04-22
Test Automation Engineer – AI Network & Observability Platform,Selector,,,,,https://builtin.com/job/test-automation-engineer-ai-network-observability-platform/9008351,9008351,2026-04-22
Full Stack Engineer (AI & Agentic AI Systems),Citi,,,,,https://builtin.com/job/full-stack-engineer-ai-agentic-ai-systems/9005852,9005852,2026-04-22
AI/ML Engineer - Vice President,Citi,,,,,https://builtin.com/job/ai-ml-engineer-vice-president/8700054,8700054,2026-04-22
"Data Engineer - Python, AI",Citi,,,,,https://builtin.com/job/applications-development-senior-programmer-analyst/8672606,8672606,2026-04-22
Senior Full Stack Developer - AI,Zensar Technologies,,,,,https://builtin.com/job/senior-full-stack-developer-ai/9004603,9004603,2026-04-22
Software Engineer Agentic AI,Barclays,,,,,https://builtin.com/job/software-engineer-agentic-ai/9001488,9001488,2026-04-22
Senior Cloud Data Engineer – AI Infrastructure,Chubb,,,,,https://builtin.com/job/senior-cloud-engineer-data-ai-infrastructure/9000626,9000626,2026-04-22
Senior Software Engineer - AI Platform & Cloud Services,AVEVA,,,,,https://builtin.com/job/senior-software-engineer-ai-platform-cloud-services/8964489,8964489,2026-04-22
Software Engineer - AI/ML,KLA,,,,,https://builtin.com/job/software-engineer-ai-ml/8998777,8998777,2026-04-22
"Senior Engineer, AI & Machine Learning",Edwards Lifesciences,,,,,https://builtin.com/job/senior-engineer-ai-machine-learning/8998119,8998119,2026-04-22
Senior Backend Engineer- AI Agents,Level AI,,,,,https://builtin.com/job/senior-backend-engineer/6183810,6183810,2026-04-22
"Senior Data Engineer – AI & Intelligent Automation, Vice president",State Street,,,,,https://builtin.com/job/senior-data-engineer-ai-intelligent-automation-vice-president/8674999,8674999,2026-04-22
Software Engineer (AI),NICE,,,,,https://builtin.com/job/software-engineer-ai/8993386,8993386,2026-04-22
Software Engineer (AI / Chatbot),NICE,,,,,https://builtin.com/job/software-engineer-ai-chatbot/8993351,8993351,2026-04-22
Python with Agentic AI & GenAI Engineer,Sutherland,,,,,https://builtin.com/job/python-agentic-ai-genai-engineer/8991595,8991595,2026-04-22
Lead AI Full Stack Developer - Fully Remote Opportunity,Zealogics LLC,,,,,https://builtin.com/job/lead-ai-full-stack-developer-fully-remote-opportunity/8987983,8987983,2026-04-22
AI Full Stack Developer (with Data) - Fully Remote Opportunity,Zealogics LLC,,,,,https://builtin.com/job/ai-full-stack-developer-data-fully-remote-opportunity/8987963,8987963,2026-04-22
AI/ML Engineer II,Precision Medicine Group,,,,,https://builtin.com/job/ai-ml-engineer-ii/8986197,8986197,2026-04-22
AI/ML Engineer II,Precision AQ,,,,,https://builtin.com/job/ai-ml-engineer-ii/8985935,8985935,2026-04-22
Sr Programmer Analyst Core Java Developer with Spring SQL with AI driven development tools,Citi,,,,,https://builtin.com/job/sr-programmer-analyst-core-java-developer-spring-sql-ai-driven-development-tools/8960897,8960897,2026-04-22
Salesforce AI & Agentic Engineer - 4+ Years,Zensar Technologies,,,,,https://builtin.com/job/esaas-sfdc-lightning-ui-javascript-development/8747462,8747462,2026-04-22
Python Software Engineer - Generative AI Products and Platform - Vice President,Citi,,,,,https://builtin.com/job/python-software-engineer-generative-ai-products-and-platform-vice-president/8926580,8926580,2026-04-22
Lead Software Engineer - AI Agents,Level AI,,,,,https://builtin.com/job/lead-software-engineer-ai-agents/8981828,8981828,2026-04-22
Staff Cloud and AI Integration Engineer,GE Healthcare,,,,,https://builtin.com/job/staff-cloud-and-ai-integration-engineer/8977817,8977817,2026-04-22
Senior Cloud and AI Integration engineer,GE Healthcare,,,,,https://builtin.com/job/senior-cloud-and-ai-integration-engineer/8977815,8977815,2026-04-22
Senior Cloud and AI integration Engineer,GE Healthcare,,,,,https://builtin.com/job/senior-cloud-and-ai-integration-engineer/8977816,8977816,2026-04-22
Gen AI-ML Engineer- Assistant Vice President,Citi,,,,,https://builtin.com/job/gen-ai-ml-engineer-assistant-vice-president/8890381,8890381,2026-04-22
Senior AI/ML Engineer - R01563571,Brillio,,,,,https://builtin.com/job/senior-ai-ml-engineer-r01563571/8975633,8975633,2026-04-22
"Senior Software Engineer, AI",AAXIS,,,,,https://builtin.com/job/senior-software-engineer-ai/8975067,8975067,2026-04-22
Full Stack Developer (AI Native),CLO Virtual Fashion,,,,,https://builtin.com/job/full-stack-developer-ai-native/8974409,8974409,2026-04-22
Software Development Engineer - AI / LLM Systems (Python Backend),Volga Partners,,,,,https://builtin.com/job/software-development-engineer-ai-llm-systems-python-backend/8971609,8971609,2026-04-22
Senior ML/AI Research Engineer,Cognyte,,,,,https://builtin.com/job/senior-ml-ai-research-engineer/8969252,8969252,2026-04-22
Senior AI Platform Engineer,SolarEdge Technologies,,,,,https://builtin.com/job/senior-ai-platform-engineer/8967743,8967743,2026-04-22
GTM Engineer - Automation and AI,Coralogix,,,,,https://builtin.com/job/gtm-engineer-automation-and-ai/8964594,8964594,2026-04-22
Data Engineer - AI,NucleusTeq,,,,,https://builtin.com/job/data-engineer-ai/8961730,8961730,2026-04-22
Senior ML Engineer (AI),Springer Nature,,,,,https://builtin.com/job/senior-ml-engineer-ai/8961481,8961481,2026-04-22
"Senior API Engineer (React, AEM, Cloud, DevOps & AI)",Zensar Technologies,,,,,https://builtin.com/job/senior-api-engineer-react-aem-cloud-devops-ai/8960928,8960928,2026-04-22
"Full Stack Developer | Golang, Node.js, Cloud (AWS), Microservices, AI Integration",Synechron,,,,,https://builtin.com/job/full-stack-developer/8689163,8689163,2026-04-22
Senior Engineer - AI,Manhattan Associates,,,,,https://builtin.com/job/senior-engineer-ai/8960331,8960331,2026-04-22
AI Applications Engineer — GTM,Oleria,,,,,https://builtin.com/job/ai-applications-engineer-gtm/8956797,8956797,2026-04-22
Lead Software Developer - AI,Innocap,,,,,https://builtin.com/job/lead-software-developer/8688847,8688847,2026-04-22
Digital Solutions - AI & Automation - Senior Developer (Boomi + Workato) (Location: India),Connor Group,,,,,https://builtin.com/job/digital-solutions-automation-analytics-senior-developer-location-india/7731179,7731179,2026-04-22
Sr. Software Engineer - AI/ML,KLA,,,,,https://builtin.com/job/sr-software-engineer-ai-ml/8940709,8940709,2026-04-22
Senior Software Engineer - Java/AI,Saviynt,,,,,https://builtin.com/job/senior-software-engineer-java-ai/8940320,8940320,2026-04-22
Lead AI/Data Science Engineer,Medtronic,,,,,https://builtin.com/job/lead-ai-data-science-engineer/8939569,8939569,2026-04-22
AI Solutions Engineer (YOE: Fresher - 02),Bolna,,,,,https://builtin.com/job/ai-solutions-engineer-early-career/8939517,8939517,2026-04-22
AI/Data Science Engineer II,Medtronic,,,,,https://builtin.com/job/ai-data-science-engineer-ii/8938541,8938541,2026-04-22
Senior Software Engineer (AI-Native) (Hyderabad),Nerdy,,,,,https://builtin.com/job/senior-software-engineer-ai-native-hyderabad/8928438,8928438,2026-04-22
AI Automation Engineer,LiveRamp,,,,,https://builtin.com/job/ai-automation-engineer/8928352,8928352,2026-04-22
AIML Engineer(Gen AI),A.P. Moller - Maersk,,,,,https://builtin.com/job/aiml-engineer-gen-ai/8925516,8925516,2026-04-22
Senior AI/ML Engineer - Simulation,A.P. Moller - Maersk,,,,,https://builtin.com/job/senior-ai-ml-engineer-simulation/8925497,8925497,2026-04-22
Digital Solutions - AI & Automation - Developer (Boomi + Workato) (Location: India),Connor Group,,,,,https://builtin.com/job/digital-solutions-automation-analytics-developer-location-india/7418541,7418541,2026-04-22
Senior Software Engineer (AI Applications),AlphaSense,,,,,https://builtin.com/job/senior-software-engineer-ai-applications/8917910,8917910,2026-04-22
AI/ML Engineer,KLA,,,,,https://builtin.com/job/ai-ml-engineer/8913871,8913871,2026-04-22
"Principal Developer, AI Detections",Arctic Wolf,,,,,https://builtin.com/job/principal-developer-ai-detections/8913372,8913372,2026-04-22
DevOps Engineer SE II - GCP & AI,Keywords Studios,,,,,https://builtin.com/job/devops-engineer-se-ii-gcp-ai/8903829,8903829,2026-04-22
Senior Data Engineer - AI/ML,Global Software Solutions Group,,,,,https://builtin.com/job/senior-data-engineer-ai-ml/8903139,8903139,2026-04-22
Senior Technology Engineer - AI/ML Platforms,Global Software Solutions Group,,,,,https://builtin.com/job/senior-technology-engineer-ai-ml-platforms/8903138,8903138,2026-04-22
Technology Engineer - AI/ML Platform,Global Software Solutions Group,,,,,https://builtin.com/job/technology-engineer-ai-ml-platform/8903126,8903126,2026-04-22
"Senior AI & Automation Engineer (6+ years Generative AI, Agentic AI, LLMs, Python, APIs, MCP)",Western Digital,,,,,https://builtin.com/job/senior-ai-automation-engineer-6-years-generative-ai-agentic-ai-llms-python-apis-mcp/8901309,8901309,2026-04-22
Senior Quality Engineer - AI Integrations,Arctic Wolf,,,,,https://builtin.com/job/quality-engineer-autosoc/8184039,8184039,2026-04-22
AI - Acceleration PowerApps Developer,Zensar Technologies,,,,,https://builtin.com/job/ai-acceleration-powerapps-developer/8899396,8899396,2026-04-22
